PERIODO,CD_MUNICIPIO,CD_UF,SG_UF,FAIXA_CORRIGIDA,PLANO_ODONTO,POP
2022,354425,35,SP,de 0 a 14 anos,27,3132
2022,354800,35,SP,de 0 a 14 anos,299,3311
2022,354880,35,SP,de 0 a 14 anos,5190,15576
2022,355200,35,SP,de 0 a 14 anos,23,950
2022,355280,35,SP,de 0 a 14 anos,7875,40919
2022,350960,35,SP,de 0 a 14 anos,2598,11911
2022,352170,35,SP,de 0 a 14 anos,12,2965
2022,352320,35,SP,de 0 a 14 anos,157,7991
2022,353070,35,SP,de 0 a 14 anos,2404,19482
2022,353090,35,SP,de 0 a 14 anos,51,546
2022,350300,35,SP,nada,94,324
2022,350810,35,SP,nada,82,935
2022,350990,35,SP,nada,24,1030
2022,351380,35,SP,nada,7679,29797
2022,352550,35,SP,nada,20,797
2022,352890,35,SP,nada,2,229
2022,353310,35,SP,nada,17,136
2022,353620,35,SP,nada,64,1464
2022,353980,35,SP,nada,1718,8214
2022,354840,35,SP,nada,2,303
2022,354900,35,SP,nada,3,181
2022,355170,35,SP,nada,1945,7792
2022,355490,35,SP,nada,24,305
2022,351380,35,SP,de 0 a 14 anos,13030,62142
2022,352800,35,SP,de 0 a 14 anos,326,2527
2022,353657,35,SP,de 0 a 14 anos,2,254
2022,353920,35,SP,de 0 a 14 anos,218,3636
2022,354995,35,SP,de 0 a 14 anos,119,2369
2022,355060,35,SP,de 0 a 14 anos,1023,11473
2022,355170,35,SP,de 0 a 14 anos,2758,16305
2022,350800,35,SP,de 15 a 29 anos,79,4747
2022,354350,35,SP,de 15 a 29 anos,25,1350
2022,354950,35,SP,de 15 a 29 anos,78,2259
2022,350720,35,SP,de 15 a 29 anos,26,226
2022,351760,35,SP,de 15 a 29 anos,41,4279
2022,351860,35,SP,de 15 a 29 anos,1497,10548
2022,352260,35,SP,de 15 a 29 anos,2490,17464
2022,353230,35,SP,de 15 a 29 anos,57,1418
2022,354300,35,SP,de 15 a 29 anos,95,4670
2022,355120,35,SP,de 15 a 29 anos,17,879
2022,355300,35,SP,de 15 a 29 anos,26,3361
2022,353620,35,SP,de 30 a 59 anos,379,6962
2022,355730,35,SP,de 30 a 59 anos,696,4183
2022,351907,35,SP,de 30 a 59 anos,30538,80191
2022,352090,35,SP,de 30 a 59 anos,760,5304
2022,353210,35,SP,de 30 a 59 anos,99,1802
2022,354270,35,SP,de 30 a 59 anos,168,2515
2022,354920,35,SP,de 30 a 59 anos,73,1056
2022,355475,35,SP,de 30 a 59 anos,20,586
2022,352750,35,SP,de 30 a 59 anos,13,859
2022,351380,35,SP,acima de 60 anos,4694,30245
2022,351900,35,SP,acima de 60 anos,17,1182
2022,352120,35,SP,acima de 60 anos,5,509
2022,355110,35,SP,acima de 60 anos,15,1133
2022,355550,35,SP,acima de 60 anos,6,634
2022,350740,35,SP,acima de 60 anos,33,2147
2022,351570,35,SP,acima de 60 anos,1033,12067
2022,354075,35,SP,acima de 60 anos,37,1467
2022,354090,35,SP,acima de 60 anos,182,1720
2022,355120,35,SP,acima de 60 anos,10,530
2022,355590,35,SP,acima de 60 anos,5,197
2022,350040,35,SP,acima de 60 anos,76,1416
2022,351680,35,SP,acima de 60 anos,13,571
2022,351905,35,SP,acima de 60 anos,119,1087
2022,351950,35,SP,acima de 60 anos,17,968
2022,352750,35,SP,acima de 60 anos,4,362
2022,352950,35,SP,acima de 60 anos,40,753
2022,353240,35,SP,acima de 60 anos,51,2360
2022,353410,35,SP,acima de 60 anos,28,940
2022,353990,35,SP,acima de 60 anos,15,999
2022,354010,35,SP,acima de 60 anos,9,616
2022,354220,35,SP,acima de 60 anos,110,4022
2022,355255,35,SP,acima de 60 anos,16,497
2022,352860,35,SP,Inconsistente,0,0
2022,352890,35,SP,Inconsistente,0,0
2022,353290,35,SP,Inconsistente,0,0
2022,354140,35,SP,Inconsistente,0,0
2022,355300,35,SP,Inconsistente,0,0
2022,355510,35,SP,Inconsistente,0,0
2022,355520,35,SP,Inconsistente,0,0
2022,355610,35,SP,Inconsistente,0,0
2022,170110,17,TO,de 0 a 14 anos,13,876
2022,170980,17,TO,de 0 a 14 anos,0,342
2022,171050,17,TO,de 0 a 14 anos,27,1519
2022,172120,17,TO,de 0 a 14 anos,91,4633
2022,170825,17,TO,nada,8,195
2022,170830,17,TO,de 0 a 14 anos,11,965
2022,170830,17,TO,de 15 a 29 anos,31,1199
2022,171150,17,TO,de 15 a 29 anos,12,757
2022,172085,17,TO,de 15 a 29 anos,4,421
2022,170388,17,TO,de 15 a 29 anos,22,653
2022,170510,17,TO,de 30 a 59 anos,18,1096
2022,170600,17,TO,de 30 a 59 anos,59,1739
2022,171550,17,TO,de 30 a 59 anos,15,354
2022,171430,17,TO,de 30 a 59 anos,37,1397
2022,171570,17,TO,de 30 a 59 anos,44,1730
2022,172015,17,TO,de 30 a 59 anos,39,428
2022,170410,17,TO,acima de 60 anos,1,288
2022,170600,17,TO,acima de 60 anos,32,464
2022,171800,17,TO,acima de 60 anos,20,295
2022,171180,17,TO,acima de 60 anos,8,195
2022,171820,17,TO,acima de 60 anos,1244,4401
2022,171845,17,TO,acima de 60 anos,12,199
2022,171886,17,TO,acima de 60 anos,23,462
2022,172025,17,TO,acima de 60 anos,21,251
2022,170386,17,TO,Inconsistente,0,0
2022,170650,17,TO,Inconsistente,0,0
2022,171245,17,TO,de 0 a 14 anos,13,575
2022,171525,17,TO,de 0 a 14 anos,3,566
2022,170190,17,TO,de 0 a 14 anos,20,1303
2022,171420,17,TO,de 0 a 14 anos,32,1806
2022,171070,17,TO,de 15 a 29 anos,17,1524
2022,172049,17,TO,de 30 a 59 anos,106,1489
2022,170950,17,TO,de 30 a 59 anos,2980,29139
2022,172010,17,TO,acima de 60 anos,14,381
2022,170130,17,TO,acima de 60 anos,37,608
2022,171650,17,TO,Inconsistente,0,0
2022,-1,-1,XX,de 0 a 14 anos,773,0
2022,120038,12,AC,nada,1,2067
2022,120050,12,AC,Inconsistente,0,0
2022,120025,12,AC,de 0 a 14 anos,9,3328
2022,120050,12,AC,acima de 60 anos,13,2598
2022,270120,27,AL,de 0 a 14 anos,5,2123
2022,270915,27,AL,de 0 a 14 anos,21,9488
2022,270940,27,AL,de 0 a 14 anos,9,5106
2022,270350,27,AL,nada,1,765
2022,270880,27,AL,nada,36,3459
2022,270480,27,AL,de 15 a 29 anos,27,3697
2022,270850,27,AL,de 30 a 59 anos,319,9689
2022,270100,27,AL,acima de 60 anos,43,2203
2022,270360,27,AL,acima de 60 anos,5,595
2022,270520,27,AL,acima de 60 anos,23,1193
2022,270790,27,AL,acima de 60 anos,34,630
2022,270810,27,AL,Inconsistente,0,0
2022,270910,27,AL,de 0 a 14 anos,6,3780
2022,270410,27,AL,nada,3,1821
2022,270630,27,AL,nada,90,6212
2022,270040,27,AL,de 0 a 14 anos,94,9876
2022,270580,27,AL,de 0 a 14 anos,0,1969
2022,270030,27,AL,de 15 a 29 anos,3239,62251
2022,270350,27,AL,de 15 a 29 anos,3,1987
2022,270920,27,AL,de 30 a 59 anos,41,7680
2022,270080,27,AL,de 30 a 59 anos,2721,1496
2022,270530,27,AL,acima de 60 anos,3,595
2022,270050,27,AL,Inconsistente,0,0
2022,270390,27,AL,Inconsistente,0,0
2022,270510,27,AL,Inconsistente,0,0
2022,270610,27,AL,Inconsistente,0,0
2022,130006,13,AM,de 0 a 14 anos,4,2683
2022,130063,13,AM,nada,0,2524
2022,130170,13,AM,nada,10,5465
2022,130356,13,AM,nada,11,3030
2022,130010,13,AM,acima de 60 anos,4,1000
2022,130380,13,AM,acima de 60 anos,10,2689
2022,130260,13,AM,Inconsistente,13,0
2022,130310,13,AM,Inconsistente,0,0
2022,130356,13,AM,de 0 a 14 anos,17,5934
2022,130030,13,AM,nada,3,4460
2022,130115,13,AM,de 15 a 29 anos,11,6667
2022,130195,13,AM,de 15 a 29 anos,0,2360
2022,130370,13,AM,de 15 a 29 anos,14,7199
2022,130110,13,AM,de 30 a 59 anos,41,10149
2022,130068,13,AM,de 30 a 59 anos,8,3881
2022,160027,16,AP,de 15 a 29 anos,93,12540
2022,291290,29,BA,de 0 a 14 anos,32,3136
2022,291685,29,BA,de 0 a 14 anos,11,2489
2022,291850,29,BA,de 0 a 14 anos,7,2891
2022,290120,29,BA,nada,5,1686
2022,290290,29,BA,nada,38,3313
2022,290590,29,BA,nada,13,2789
2022,291030,29,BA,nada,4,610
2022,293105,29,BA,nada,6,1479
2022,293170,29,BA,nada,17,1166
2022,293340,29,BA,nada,2,842
2022,290440,29,BA,de 0 a 14 anos,2,1843
2022,292520,29,BA,de 0 a 14 anos,663,5661
2022,292670,29,BA,de 0 a 14 anos,12,1813
2022,292905,29,BA,de 0 a 14 anos,11,2485
2022,293075,29,BA,de 0 a 14 anos,2,2568
2022,291165,29,BA,de 15 a 29 anos,6,2573
2022,291230,29,BA,de 15 a 29 anos,22,4156
2022,291240,29,BA,de 15 a 29 anos,18,4590
2022,291470,29,BA,de 15 a 29 anos,757,17556
2022,293320,29,BA,de 15 a 29 anos,460,9837
2022,290320,29,BA,de 30 a 59 anos,4411,49459
2022,290610,29,BA,de 30 a 59 anos,32,3034
2022,291910,29,BA,de 30 a 59 anos,162,2844
2022,292303,29,BA,de 30 a 59 anos,182,3715
2022,292840,29,BA,de 30 a 59 anos,39,8397
2022,293000,29,BA,de 30 a 59 anos,11,3579
2022,291660,29,BA,de 30 a 59 anos,86,3514
2022,293060,29,BA,de 30 a 59 anos,94,4285
2022,292880,29,BA,acima de 60 anos,84,5311
2022,293300,29,BA,acima de 60 anos,20,2873
2022,290620,29,BA,acima de 60 anos,21,2521
2022,290020,29,BA,Inconsistente,0,0
2022,290200,29,BA,Inconsistente,0,0
2022,290225,29,BA,Inconsistente,0,0
2022,291390,29,BA,Inconsistente,0,0
2022,292020,29,BA,Inconsistente,0,0
2022,292080,29,BA,de 0 a 14 anos,3,2114
2022,290280,29,BA,de 0 a 14 anos,8,3850
2022,292110,29,BA,de 0 a 14 anos,24,3658
2022,292620,29,BA,de 0 a 14 anos,14,4206
2022,292710,29,BA,de 0 a 14 anos,10,1637
2022,293180,29,BA,de 0 a 14 anos,4,2747
2022,290100,29,BA,nada,40,3155
2022,290250,29,BA,nada,5,1215
2022,290740,29,BA,nada,0,275
2022,291072,29,BA,nada,849,9294
2022,291460,29,BA,nada,232,5916
2022,291600,29,BA,nada,7,1593
2022,292210,29,BA,nada,6,2337
2022,290400,29,BA,de 15 a 29 anos,5,3841
2022,293105,29,BA,de 15 a 29 anos,11,4536
2022,293140,29,BA,de 15 a 29 anos,101,2118
2022,290800,29,BA,de 15 a 29 anos,225,5042
2022,290990,29,BA,de 15 a 29 anos,89,9099
2022,291360,29,BA,de 30 a 59 anos,16611,70342
2022,292440,29,BA,de 30 a 59 anos,48,9709
2022,290730,29,BA,de 30 a 59 anos,221,8618
2022,290860,29,BA,de 30 a 59 anos,323,7094
2022,292680,29,BA,de 30 a 59 anos,17,5180
2022,291390,29,BA,de 30 a 59 anos,2725,15761
2022,291700,29,BA,de 30 a 59 anos,409,11257
2022,291970,29,BA,de 30 a 59 anos,70,5722
2022,292710,29,BA,de 30 a 59 anos,46,2528
2022,290180,29,BA,acima de 60 anos,9,1357
2022,290470,29,BA,acima de 60 anos,43,2484
2022,290990,29,BA,acima de 60 anos,22,3629
2022,292140,29,BA,acima de 60 anos,7,1904
2022,291780,29,BA,acima de 60 anos,21,1593
2022,290265,29,BA,Inconsistente,0,0
2022,290570,29,BA,Inconsistente,0,0
2022,291140,29,BA,Inconsistente,0,0
2022,291830,29,BA,Inconsistente,0,0
2022,292120,29,BA,Inconsistente,0,0
2022,292300,29,BA,Inconsistente,0,0
2022,292330,29,BA,Inconsistente,0,0
2022,230250,23,CE,de 0 a 14 anos,37,8056
2022,230835,23,CE,de 0 a 14 anos,2,2115
2022,230080,23,CE,de 0 a 14 anos,1,1422
2022,230740,23,CE,de 0 a 14 anos,12,4556
2022,231350,23,CE,de 15 a 29 anos,236,15143
2022,230190,23,CE,de 15 a 29 anos,873,16509
2022,230030,23,CE,de 30 a 59 anos,175,18084
2022,230060,23,CE,de 30 a 59 anos,9,2232
2022,230380,23,CE,de 30 a 59 anos,134,8486
2022,230460,23,CE,de 30 a 59 anos,39,1918
2022,231140,23,CE,de 30 a 59 anos,608,24376
2022,231390,23,CE,de 30 a 59 anos,24,4081
2022,230180,23,CE,de 30 a 59 anos,17,2136
2022,230720,23,CE,de 30 a 59 anos,17,2549
2022,230890,23,CE,de 30 a 59 anos,63,6088
2022,230630,23,CE,acima de 60 anos,46,4846
2022,231360,23,CE,acima de 60 anos,21,3518
2022,230125,23,CE,acima de 60 anos,15,1546
2022,230880,23,CE,acima de 60 anos,18,896
2022,230980,23,CE,acima de 60 anos,8,1335
2022,231230,23,CE,acima de 60 anos,25,5178
2022,230510,23,CE,Inconsistente,0,0
2022,230760,23,CE,Inconsistente,0,0
2022,231000,23,CE,de 0 a 14 anos,4,1411
2022,231120,23,CE,de 0 a 14 anos,0,2133
2022,230410,23,CE,de 0 a 14 anos,88,12346
2022,230420,23,CE,de 0 a 14 anos,790,21509
2022,231290,23,CE,de 0 a 14 anos,1296,34808
2022,230365,23,CE,nada,0,962
2022,230760,23,CE,de 15 a 29 anos,443,15319
2022,230200,23,CE,de 15 a 29 anos,12,5799
2022,230365,23,CE,de 30 a 59 anos,8,3326
2022,231380,23,CE,de 30 a 59 anos,77,6277
2022,230450,23,CE,acima de 60 anos,12,1473
2022,230075,23,CE,Inconsistente,0,0
2022,230260,23,CE,Inconsistente,0,0
2022,230526,23,CE,Inconsistente,0,0
2022,320270,32,ES,de 15 a 29 anos,35,3278
2022,320170,32,ES,de 30 a 59 anos,279,4591
2022,320330,32,ES,de 30 a 59 anos,69,5243
2022,320455,32,ES,de 30 a 59 anos,832,13130
2022,320040,32,ES,de 30 a 59 anos,1928,9668
2022,320120,32,ES,de 30 a 59 anos,16999,77748
2022,320316,32,ES,de 30 a 59 anos,60,4523
2022,320160,32,ES,acima de 60 anos,54,2673
2022,320305,32,ES,acima de 60 anos,39,2088
2022,320140,32,ES,Inconsistente,0,0
2022,320330,32,ES,de 0 a 14 anos,6,2328
2022,320150,32,ES,nada,528,7558
2022,320120,32,ES,de 15 a 29 anos,7951,50691
2022,320110,32,ES,de 30 a 59 anos,331,3790
2022,320240,32,ES,de 30 a 59 anos,8031,42798
2022,320380,32,ES,de 30 a 59 anos,424,5679
2022,980000,98,EX,de 0 a 14 anos,0,0
2022,521971,52,GO,de 0 a 14 anos,32,740
2022,520396,52,GO,de 0 a 14 anos,9,587
2022,521770,52,GO,de 0 a 14 anos,44,2404
2022,521925,52,GO,de 0 a 14 anos,10,808
2022,520455,52,GO,nada,7,256
2022,520495,52,GO,nada,9,330
2022,521040,52,GO,nada,67,2790
2022,520013,52,GO,de 0 a 14 anos,156,3380
2022,520357,52,GO,de 0 a 14 anos,0,630
2022,520450,52,GO,de 0 a 14 anos,550,12117
2022,522026,52,GO,de 0 a 14 anos,2,587
2022,170210,52,GO,de 15 a 29 anos,0,49507
2022,521800,52,GO,de 15 a 29 anos,229,11240
2022,521990,52,GO,de 15 a 29 anos,14,1435
2022,521010,52,GO,de 15 a 29 anos,247,6224
2022,521810,52,GO,de 15 a 29 anos,93,962
2022,520750,52,GO,de 30 a 59 anos,29,1336
2022,522200,52,GO,de 30 a 59 anos,365,5114
2022,520320,52,GO,de 30 a 59 anos,337,3534
2022,520425,52,GO,de 30 a 59 anos,867,3316
2022,520340,52,GO,acima de 60 anos,4,1172
2022,521940,52,GO,acima de 60 anos,18,748
2022,521980,52,GO,acima de 60 anos,16,1146
2022,522170,52,GO,acima de 60 anos,8,1807
2022,520020,52,GO,acima de 60 anos,4,321
2022,521090,52,GO,Inconsistente,0,0
2022,521400,52,GO,Inconsistente,0,0
2022,521550,52,GO,Inconsistente,0,0
2022,521600,52,GO,Inconsistente,0,0
2022,522180,52,GO,Inconsistente,0,0
2022,520455,52,GO,de 0 a 14 anos,12,502
2022,521375,52,GO,de 0 a 14 anos,58,1758
2022,520150,52,GO,nada,4,291
2022,520970,52,GO,nada,54,1521
2022,521190,52,GO,nada,508,7049
2022,521250,52,GO,nada,861,17620
2022,521260,52,GO,de 0 a 14 anos,2,291
2022,521935,52,GO,de 0 a 14 anos,11,492
2022,520170,52,GO,de 15 a 29 anos,65,5039
2022,521950,52,GO,de 15 a 29 anos,9,605
2022,170040,52,GO,de 15 a 29 anos,0,1927
2022,520910,52,GO,de 30 a 59 anos,2205,13371
2022,520915,52,GO,de 30 a 59 anos,555,2066
2022,521523,52,GO,de 30 a 59 anos,3892,35037
2022,522205,52,GO,de 30 a 59 anos,363,3073
2022,521860,52,GO,acima de 60 anos,17,1255
2022,522220,52,GO,acima de 60 anos,3,305
2022,520090,52,GO,Inconsistente,0,0
2022,520130,52,GO,Inconsistente,0,0
2022,521975,52,GO,Inconsistente,0,0
2022,522060,52,GO,Inconsistente,0,0
2022,210780,21,MA,de 0 a 14 anos,16,7469
2022,210980,21,MA,de 0 a 14 anos,11,8789
2022,211085,21,MA,nada,0,1233
2022,211102,21,MA,nada,1,2089
2022,210975,21,MA,de 15 a 29 anos,6,2049
2022,211240,21,MA,de 15 a 29 anos,20,9941
2022,210667,21,MA,de 15 a 29 anos,3,2254
2022,211060,21,MA,de 15 a 29 anos,35,7850
2022,210190,21,MA,de 30 a 59 anos,43,6496
2022,210320,21,MA,de 30 a 59 anos,288,21711
2022,210360,21,MA,de 30 a 59 anos,110,18870
2022,210990,21,MA,acima de 60 anos,84,7502
2022,210409,21,MA,acima de 60 anos,5,1250
2022,211023,21,MA,acima de 60 anos,2,1130
2022,210870,21,MA,acima de 60 anos,8,2131
2022,210193,21,MA,Inconsistente,0,0
2022,210290,21,MA,Inconsistente,0,0
2022,210450,21,MA,Inconsistente,0,0
2022,211153,21,MA,Inconsistente,0,0
2022,210230,21,MA,de 0 a 14 anos,7,5027
2022,210409,21,MA,de 0 a 14 anos,7,3960
2022,210650,21,MA,de 0 a 14 anos,6,4647
2022,210047,21,MA,de 0 a 14 anos,7,7497
2022,210407,21,MA,de 0 a 14 anos,3,1908
2022,210510,21,MA,de 0 a 14 anos,5,6257
2022,210720,21,MA,de 0 a 14 anos,2,3364
2022,210667,21,MA,nada,0,1076
2022,211000,21,MA,nada,35,9177
2022,211050,21,MA,nada,13,3741
2022,211285,21,MA,nada,12,1470
2022,210800,21,MA,de 15 a 29 anos,12,5121
2022,211300,21,MA,de 15 a 29 anos,23,8581
2022,210043,21,MA,de 15 a 29 anos,18,7425
2022,210560,21,MA,de 15 a 29 anos,15,4475
2022,210312,21,MA,de 30 a 59 anos,13,2274
2022,211130,21,MA,de 30 a 59 anos,86036,384789
2022,210490,21,MA,de 30 a 59 anos,18,3707
2022,210596,21,MA,de 30 a 59 anos,4,3362
2022,210960,21,MA,de 30 a 59 anos,276,11899
2022,210095,21,MA,acima de 60 anos,6,2254
2022,210200,21,MA,acima de 60 anos,19,3603
2022,210310,21,MA,acima de 60 anos,8,1063
2022,210840,21,MA,acima de 60 anos,8,1474
2022,210920,21,MA,acima de 60 anos,4,854
2022,210100,21,MA,Inconsistente,0,0
2022,210470,21,MA,Inconsistente,0,0
2022,210490,21,MA,Inconsistente,0,0
2022,210535,21,MA,Inconsistente,0,0
2022,211150,21,MA,Inconsistente,0,0
2022,310930,31,MG,de 0 a 14 anos,49,4394
2022,313740,31,MG,de 0 a 14 anos,13,1950
2022,314710,31,MG,de 0 a 14 anos,589,12669
2022,316450,31,MG,de 0 a 14 anos,3,2077
2022,311420,31,MG,de 0 a 14 anos,69,3233
2022,311530,31,MG,de 0 a 14 anos,1650,9350
2022,313910,31,MG,de 0 a 14 anos,10,744
2022,315015,31,MG,de 0 a 14 anos,3,1377
2022,310410,31,MG,nada,46,643
2022,310820,31,MG,nada,4,438
2022,310980,31,MG,nada,19,185
2022,312083,31,MG,nada,0,382
2022,312733,31,MG,nada,1,383
2022,312800,31,MG,nada,61,2597
2022,313000,31,MG,nada,0,258
2022,313980,31,MG,nada,3,749
2022,314020,31,MG,nada,2,162
2022,315200,31,MG,nada,111,2400
2022,315280,31,MG,nada,98,1965
2022,315330,31,MG,nada,1,243
2022,315470,31,MG,nada,26,240
2022,316590,31,MG,nada,0,400
2022,316680,31,MG,nada,26,890
2022,315090,31,MG,de 0 a 14 anos,46,780
2022,315660,31,MG,de 0 a 14 anos,6,1493
2022,310730,31,MG,de 15 a 29 anos,637,13342
2022,311290,31,MG,de 15 a 29 anos,14,2273
2022,312860,31,MG,de 15 a 29 anos,13,1642
2022,312890,31,MG,de 15 a 29 anos,42,1830
2022,313120,31,MG,de 15 a 29 anos,28,4419
2022,315610,31,MG,de 15 a 29 anos,29,1059
2022,316000,31,MG,de 15 a 29 anos,4,744
2022,312000,31,MG,de 15 a 29 anos,10,715
2022,312570,31,MG,de 15 a 29 anos,140,3540
2022,312910,31,MG,de 15 a 29 anos,14,1096
2022,312965,31,MG,de 15 a 29 anos,5,1680
2022,316820,31,MG,de 15 a 29 anos,4,413
2022,316850,31,MG,de 15 a 29 anos,48,2734
2022,317043,31,MG,de 15 a 29 anos,12,1129
2022,312430,31,MG,de 30 a 59 anos,113,10560
2022,312470,31,MG,de 30 a 59 anos,20,1430
2022,312675,31,MG,de 30 a 59 anos,31,1924
2022,313050,31,MG,de 30 a 59 anos,49,4482
2022,313270,31,MG,de 30 a 59 anos,189,7543
2022,314620,31,MG,de 30 a 59 anos,38,1940
2022,314760,31,MG,de 30 a 59 anos,539,6530
2022,314790,31,MG,de 30 a 59 anos,5464,43966
2022,315895,31,MG,de 30 a 59 anos,3456,11003
2022,316255,31,MG,de 30 a 59 anos,55,3761
2022,310320,31,MG,de 30 a 59 anos,85,884
2022,310470,31,MG,de 30 a 59 anos,68,4986
2022,311630,31,MG,de 30 a 59 anos,18,2409
2022,312730,31,MG,de 30 a 59 anos,46,2639
2022,315390,31,MG,de 30 a 59 anos,1565,6230
2022,315737,31,MG,de 30 a 59 anos,4,1472
2022,316190,31,MG,de 30 a 59 anos,457,3718
2022,311500,31,MG,de 30 a 59 anos,22,1202
2022,312670,31,MG,de 30 a 59 anos,91,8772
2022,316080,31,MG,de 30 a 59 anos,54,1685
2022,317115,31,MG,de 30 a 59 anos,9,1859
2022,310430,31,MG,acima de 60 anos,206,2024
2022,310590,31,MG,acima de 60 anos,25,2341
2022,310750,31,MG,acima de 60 anos,24,1042
2022,312180,31,MG,acima de 60 anos,6,1338
2022,312310,31,MG,acima de 60 anos,10,762
2022,312620,31,MG,acima de 60 anos,6,779
2022,313070,31,MG,acima de 60 anos,16,633
2022,313890,31,MG,acima de 60 anos,5,1047
2022,314270,31,MG,acima de 60 anos,13,2106
2022,315300,31,MG,acima de 60 anos,3,522
2022,317030,31,MG,acima de 60 anos,6,355
2022,310220,31,MG,acima de 60 anos,1,640
2022,310375,31,MG,acima de 60 anos,70,612
2022,311270,31,MG,acima de 60 anos,13,1283
2022,311410,31,MG,acima de 60 anos,34,1508
2022,313510,31,MG,acima de 60 anos,112,6348
2022,313535,31,MG,acima de 60 anos,5,980
2022,315520,31,MG,acima de 60 anos,6,1003
2022,315580,31,MG,acima de 60 anos,160,2681
2022,312320,31,MG,acima de 60 anos,31,2528
2022,315765,31,MG,acima de 60 anos,0,748
2022,316600,31,MG,acima de 60 anos,13,829
2022,317220,31,MG,acima de 60 anos,14,360
2022,310490,31,MG,Inconsistente,0,0
2022,311080,31,MG,Inconsistente,0,0
2022,312790,31,MG,Inconsistente,0,0
2022,314015,31,MG,Inconsistente,0,0
2022,314220,31,MG,Inconsistente,0,0
2022,314875,31,MG,Inconsistente,0,0
2022,315320,31,MG,Inconsistente,0,0
2022,315470,31,MG,Inconsistente,0,0
2022,315480,31,MG,Inconsistente,0,0
2022,315780,31,MG,Inconsistente,0,0
2022,316070,31,MG,Inconsistente,0,0
2022,316255,31,MG,Inconsistente,0,0
2022,310630,31,MG,de 0 a 14 anos,196,4306
2022,311770,31,MG,de 0 a 14 anos,36,2177
2022,313550,31,MG,de 0 a 14 anos,10,1963
2022,313610,31,MG,de 0 a 14 anos,9,799
2022,315970,31,MG,de 0 a 14 anos,1,505
2022,316530,31,MG,de 0 a 14 anos,24,1103
2022,316950,31,MG,de 0 a 14 anos,7,1198
2022,316980,31,MG,de 0 a 14 anos,4,682
2022,311500,31,MG,de 0 a 14 anos,2,432
2022,310300,31,MG,nada,75,765
2022,310390,31,MG,nada,12,617
2022,310680,31,MG,nada,0,266
2022,311150,31,MG,nada,12,1217
2022,314770,31,MG,nada,18,508
2022,314795,31,MG,nada,1,527
2022,315120,31,MG,nada,487,4303
2022,316556,31,MG,nada,2,177
2022,317057,31,MG,nada,4,507
2022,310920,31,MG,de 0 a 14 anos,18,1625
2022,310260,31,MG,de 15 a 29 anos,881,9419
2022,311580,31,MG,de 15 a 29 anos,146,2488
2022,311600,31,MG,de 15 a 29 anos,3,1433
2022,313505,31,MG,de 15 a 29 anos,405,11009
2022,314000,31,MG,de 15 a 29 anos,3768,16130
2022,314380,31,MG,de 15 a 29 anos,120,1563
2022,315260,31,MG,de 15 a 29 anos,113,1403
2022,316935,31,MG,de 15 a 29 anos,1304,7621
2022,310000,31,MG,de 15 a 29 anos,9,0
2022,310440,31,MG,de 15 a 29 anos,5,656
2022,312840,31,MG,de 15 a 29 anos,34,2159
2022,314710,31,MG,de 15 a 29 anos,2311,22929
2022,315310,31,MG,de 15 a 29 anos,13,1154
2022,315320,31,MG,de 15 a 29 anos,9,934
2022,315430,31,MG,de 15 a 29 anos,109,3965
2022,315530,31,MG,de 15 a 29 anos,21,1255
2022,316390,31,MG,de 15 a 29 anos,18,1147
2022,310270,31,MG,de 30 a 59 anos,20,3123
2022,313507,31,MG,de 30 a 59 anos,18,1747
2022,313530,31,MG,de 30 a 59 anos,122,1566
2022,313960,31,MG,de 30 a 59 anos,209,10606
2022,314340,31,MG,de 30 a 59 anos,599,9065
2022,312220,31,MG,acima de 60 anos,2,864
2022,314585,31,MG,acima de 60 anos,1,567
2022,314970,31,MG,acima de 60 anos,5,992
2022,315090,31,MG,acima de 60 anos,17,742
2022,316447,31,MG,acima de 60 anos,9,576
2022,311455,31,MG,acima de 60 anos,41,1284
2022,311830,31,MG,acima de 60 anos,833,13559
2022,311980,31,MG,acima de 60 anos,11,620
2022,312707,31,MG,acima de 60 anos,5,755
2022,313100,31,MG,acima de 60 anos,16,660
2022,313652,31,MG,acima de 60 anos,4,332
2022,314010,31,MG,acima de 60 anos,5,568
2022,316390,31,MG,acima de 60 anos,3,814
2022,314830,31,MG,acima de 60 anos,10,1281
2022,315510,31,MG,acima de 60 anos,2,723
2022,310420,31,MG,Inconsistente,0,0
2022,310950,31,MG,Inconsistente,0,0
2022,311205,31,MG,Inconsistente,0,0
2022,311535,31,MG,Inconsistente,0,0
2022,312210,31,MG,Inconsistente,0,0
2022,312490,31,MG,Inconsistente,0,0
2022,315430,31,MG,Inconsistente,0,0
2022,315445,31,MG,Inconsistente,0,0
2022,315880,31,MG,Inconsistente,0,0
2022,316490,31,MG,Inconsistente,0,0
2022,500200,50,MS,nada,19,913
2022,500540,50,MS,de 15 a 29 anos,265,11708
2022,500625,50,MS,de 30 a 59 anos,283,1808
2022,500390,50,MS,de 0 a 14 anos,0,475
2022,500568,50,MS,de 0 a 14 anos,51,2739
2022,500124,50,MS,nada,6,1200
2022,500840,50,MS,nada,16,412
2022,500515,50,MS,de 15 a 29 anos,163,1537
2022,500740,50,MS,de 15 a 29 anos,93,4805
2022,500460,50,MS,de 30 a 59 anos,72,7173
2022,500100,50,MS,acima de 60 anos,112,2704
